"","ID","site","Date_prel","Date_labo","parcelle","horizon","MSr.105øC","MS.105øC..g...100.g.MB.","pH.eau","pH.KCL","N.Dumas..g.kg.MS105.","N.Dumas..g.kg.sec.","C.orga..g.100g.MS105.","C.orga..g.100g.sec.","P.O.Dabin..mg.kg.MS105.","P.O.Dabin..mg.kg.sec.","CEC","Ca..ch","Mg..ch","K..ch","Na..ch","nølabo","Code_site","Parcelle","C.org1er","C.org2em","C.org2em3","C.orgNC","C.org","traitement","bloc","SOL","Date_prelevement","Date2","Date3","date_test","horizon_num","trai_num"
"266",266,"LYC","13/12/2010","05/12/2011",26,"0-30 cm","0.974",NA,7.11,6.09,NA,"1.312",NA,"1.471",NA,"190.242","8.622","6.377","2.793","0.551","0.097",107132,"0-LYC",26,1.471,0,0,1.471,1.471,"5-Com72",3,"arénosol",2010-12-13,"2010",2010-10-10,6,3,5
"267",267,"LYC","13/12/2010","05/12/2011",27,"0-30 cm","0.973",NA,7.37,6.26,NA,"1.146",NA,"1.258",NA,"207.676","7.498","6.271","2.696","0.547","0.08",107133,"0-LYC",27,1.258,0,0,1.258,1.258,"6-Com12",3,"arénosol",2010-12-13,"2010",2010-10-10,6,3,6
"268",268,"LYC","13/12/2010","05/12/2011",28,"0-30 cm","0.974",NA,4.64,3.94,NA,"1.071",NA,"1.209",NA,"172.306","2.414","1.257","0.683","0.086","0.085",107134,"0-LYC",28,1.209,0,0,1.209,1.209,"2-Min120",3,"arénosol",2010-12-13,"2010",2010-10-10,6,3,2
"269",269,"LYC","13/12/2010","05/12/2011",29,"0-30 cm","0.973",NA,6.6,5.25,NA,"1.105",NA,"1.24",NA,"128.621","6.245","3.657","1.938","0.286","0.229",107135,"0-LYC",29,1.24,0,0,1.24,1.24,"0-Temoin",3,"arénosol",2010-12-13,"2010",2010-10-10,6,3,0
"270",270,"LYC","13/12/2010","05/12/2011",30,"0-30 cm","0.971",NA,6.79,6.06,NA,"1.812",NA,"1.762",NA,"385.433","10.822","6.98","3.82","1.723","0.17",107136,"0-LYC",30,1.762,0,0,1.762,1.762,"4-Lis70",3,"arénosol",2010-12-13,"2010",2010-10-10,6,3,4
"271",271,"SED","25/11/2010","05/12/2011",1,"0-30 cm","0.803",NA,5.48,5.03,NA,"9.244",NA,"11.564",NA,"219.018","11.197","8.106","4.087","0.323","0.173",107137,"2-SED",1,11.564,0,0,11.564,11.564,"5-Com72",1,"andosol",2010-11-25,"2010",2010-10-10,6,3,5
"272",272,"SED","25/11/2010","05/12/2011",2,"0-30 cm","0.801",NA,4.75,4.65,NA,"9.25",NA,"11.751",NA,"233.158","5.189","3.705","0.824","0.194","0.071",107138,"2-SED",2,11.751,0,0,11.751,11.751,"1- Min70",1,"andosol",2010-11-25,"2010",2010-10-10,6,3,1
"273",273,"SED","25/11/2010","05/12/2011",3,"0-30 cm","0.828",NA,5.5,5.12,NA,"10.032",NA,"12.385",NA,"263.301","13.298","9.289","4.681","0.459","0.15",107139,"2-SED",3,12.385,0,0,12.385,12.385,"6-Com12",1,"andosol",2010-11-25,"2010",2010-10-10,6,3,6
"274",274,"SED","25/11/2010","05/12/2011",4,"0-30 cm","0.81",NA,5.6,5.18,NA,"11.214",NA,"13.349",NA,"350.837","15.376","9.228","7.73","1.321","0.297",107140,"2-SED",4,13.349,0,0,13.349,13.349,"3-Lis40",1,"andosol",2010-11-25,"2010",2010-10-10,6,3,3
"275",275,"SED","25/11/2010","05/12/2011",5,"0-30 cm","0.804",NA,5.09,4.82,NA,"10.325",NA,"12.962",NA,"200.052","8.012","5.745","2.606","0.197","0.115",107141,"2-SED",5,12.962,0,0,12.962,12.962,"0-Temoin",1,"andosol",2010-11-25,"2010",2010-10-10,6,3,0
"276",276,"SED","25/11/2010","05/12/2011",6,"0-30 cm","0.829",NA,5.32,5,NA,"11.126",NA,"12.686",NA,"347.943","14.424","10.827","5.221","0.257","0.118",107142,"2-SED",6,12.686,0,0,12.686,12.686,"9-Mix1248",1,"andosol",2010-11-25,"2010",2010-10-10,6,3,9
"277",277,"SED","25/11/2010","05/12/2011",7,"0-30 cm","0.782",NA,5.54,5.15,NA,"9.495",NA,"11.449",NA,"245.965","12.101","7.544","5.289","0.564","0.206",107143,"2-SED",7,11.449,0,0,11.449,11.449,"8-Mix4070",1,"andosol",2010-11-25,"2010",2010-10-10,6,3,8
"278",278,"SED","25/11/2010","05/12/2011",8,"0-30 cm","0.771",NA,5.55,5.18,NA,"10.078",NA,"11.983",NA,"241.93","13.022","10.969","4.899","0.163","0.051",107144,"2-SED",8,11.983,0,0,11.983,11.983,"2-Min120",1,"andosol",2010-11-25,"2010",2010-10-10,6,3,2
"279",279,"SED","25/11/2010","05/12/2011",9,"0-30 cm","0.822",NA,5.55,5.15,NA,"11.602",NA,"13.51",NA,"338.197","14.486","8.695","7.971","1.947","0.365",107145,"2-SED",9,13.51,0,0,13.51,13.51,"4-Lis70",1,"andosol",2010-11-25,"2010",2010-10-10,6,3,4
"280",280,"SED","25/11/2010","05/12/2011",10,"0-30 cm","0.816",NA,5.25,4.9,NA,"10.873",NA,"13.513",NA,"220.673","9.855","7.637","3.359","0.187","0.081",107146,"2-SED",10,13.513,0,0,13.513,13.513,"7-Mix72",1,"andosol",2010-11-25,"2010",2010-10-10,6,3,7
"281",281,"SED","25/11/2010","05/12/2011",11,"0-30 cm","0.833",NA,5.37,4.95,NA,"11.558",NA,"13.462",NA,"296.579","14.228","10.332","5.247","0.212","0.131",107147,"2-SED",11,13.462,0,0,13.462,13.462,"9-Mix1248",2,"andosol",2010-11-25,"2010",2010-10-10,6,3,9
"282",282,"SED","25/11/2010","05/12/2011",12,"0-30 cm","0.776",NA,4.95,4.76,NA,"9.836",NA,"12.514",NA,"201.983","5.402","3.521","0.902","0.141","0.096",107148,"2-SED",12,12.514,0,0,12.514,12.514,"0-Temoin",2,"andosol",2010-11-25,"2010",2010-10-10,6,3,0
"283",283,"SED","25/11/2010","05/12/2011",13,"0-30 cm","0.803",NA,3.91,4.26,NA,"10.768",NA,"12.808",NA,"265.951","2.42","1.153","0.353","0.184","0.045",107149,"2-SED",13,12.808,0,0,12.808,12.808,"2-Min120",2,"andosol",2010-11-25,"2010",2010-10-10,6,3,2
"284",284,"SED","25/11/2010","05/12/2011",14,"0-30 cm","0.777",NA,5.47,5.1,NA,"8.979",NA,"10.881",NA,"306.163","12.029","6.645","5.37","1.531","0.315",107150,"2-SED",14,10.881,0,0,10.881,10.881,"4-Lis70",2,"andosol",2010-11-25,"2010",2010-10-10,6,3,4
"285",285,"SED","25/11/2010","05/12/2011",15,"0-30 cm","0.829",NA,5.23,4.9,NA,"11.76",NA,"13.473",NA,"341.738","10.758","7.499","5.635","0.51","0.179",107151,"2-SED",15,13.473,0,0,13.473,13.473,"8-Mix4070",2,"andosol",2010-11-25,"2010",2010-10-10,6,3,8
"286",286,"SED","25/11/2010","05/12/2011",16,"0-30 cm","0.824",NA,5.47,5.06,NA,"11.005",NA,"13.166",NA,"321.493","13.095","9.142","4.925","0.351","0.165",107152,"2-SED",16,13.166,0,0,13.166,13.166,"6-Com12",2,"andosol",2010-11-25,"2010",2010-10-10,6,3,6
"287",287,"SED","25/11/2010","05/12/2011",17,"0-30 cm","0.816",NA,4.52,4.51,NA,"10.864",NA,"12.736",NA,"312.145","5.069","3.945","0.71","0.2","0.07",107153,"2-SED",17,12.736,0,0,12.736,12.736,"1- Min70",2,"andosol",2010-11-25,"2010",2010-10-10,6,3,1
"288",288,"SED","25/11/2010","05/12/2011",18,"0-30 cm","0.811",NA,5.26,4.98,NA,"9.736",NA,"11.783",NA,"323.739","10.539","7.397","3.774","0.247","0.144",107154,"2-SED",18,11.783,0,0,11.783,11.783,"5-Com72",2,"andosol",2010-11-25,"2010",2010-10-10,6,3,5
"289",289,"SED","25/11/2010","05/12/2011",19,"0-30 cm","0.801",NA,5.11,4.81,NA,"9.338",NA,"11.84",NA,"209.055","8.432","5.848","2.503","0.165","0.053",107155,"2-SED",19,11.84,0,0,11.84,11.84,"7-Mix72",2,"andosol",2010-11-25,"2010",2010-10-10,6,3,7
"290",290,"SED","25/11/2010","05/12/2011",20,"0-30 cm","0.812",NA,5.38,5.02,NA,"11.111",NA,"12.929",NA,"412.037","13.339","7.566","6.263","1.199","0.281",107156,"2-SED",20,12.929,0,0,12.929,12.929,"3-Lis40",2,"andosol",2010-11-25,"2010",2010-10-10,6,3,3
"291",291,"SED","25/11/2010","05/12/2011",21,"0-30 cm","0.785",NA,5.6,5.18,NA,"10.967",NA,"12.756",NA,"371.682","15.65","8.778","7.259","1.628","0.34",107157,"2-SED",21,12.756,0,0,12.756,12.756,"3-Lis40",3,"andosol",2010-11-25,"2010",2010-10-10,6,3,3
"292",292,"SED","25/11/2010","05/12/2011",22,"0-30 cm","0.803",NA,4.59,4.5,NA,"11.24",NA,"13.072",NA,"264.667","5.628","4.112","1.263","0.236","0.053",107158,"2-SED",22,13.072,0,0,13.072,13.072,"1- Min70",3,"andosol",2010-11-25,"2010",2010-10-10,6,3,1
"293",293,"SED","25/11/2010","05/12/2011",23,"0-30 cm","0.804",NA,5.46,5.1,NA,"10.57",NA,"12.505",NA,"357.4","13.932","8.053","6.59","0.805","0.308",107159,"2-SED",23,12.505,0,0,12.505,12.505,"8-Mix4070",3,"andosol",2010-11-25,"2010",2010-10-10,6,3,8
"294",294,"SED","25/11/2010","05/12/2011",24,"0-30 cm","0.83",NA,5.11,4.84,NA,"11.323",NA,"13.338",NA,"345.89","10.934","9.001","3.882","0.283","0.086",107160,"2-SED",24,13.338,0,0,13.338,13.338,"7-Mix72",3,"andosol",2010-11-25,"2010",2010-10-10,6,3,7
"295",295,"SED","25/11/2010","05/12/2011",25,"0-30 cm","0.821",NA,5.39,5.01,NA,"11.435",NA,"13.29",NA,"347.179","14.686","11.11","5.271","0.374","0.127",107161,"2-SED",25,13.29,0,0,13.29,13.29,"9-Mix1248",3,"andosol",2010-11-25,"2010",2010-10-10,6,3,9
"296",296,"SED","25/11/2010","05/12/2011",26,"0-30 cm","0.826",NA,5.26,5,NA,"10.488",NA,"11.65",NA,"455.29","13.288","9.87","5.54","0.483","0.23",107162,"2-SED",26,11.65,0,0,11.65,11.65,"5-Com72",3,"andosol",2010-11-25,"2010",2010-10-10,6,3,5
"297",297,"SED","25/11/2010","05/12/2011",27,"0-30 cm","0.825",NA,5.49,5.05,NA,"11.184",NA,"13.308",NA,"323.152","13.916","9.592","4.904","0.38","0.201",107163,"2-SED",27,13.308,0,0,13.308,13.308,"6-Com12",3,"andosol",2010-11-25,"2010",2010-10-10,6,3,6
"298",298,"SED","25/11/2010","05/12/2011",28,"0-30 cm","0.81",NA,3.96,4.14,NA,"13.176",NA,"14.618",NA,"487.101","3.631","2.229","0.578","0.254","0.072",107164,"2-SED",28,14.618,0,0,14.618,14.618,"2-Min120",3,"andosol",2010-11-25,"2010",2010-10-10,6,3,2
"299",299,"SED","25/11/2010","05/12/2011",29,"0-30 cm","0.818",NA,4.76,4.6,NA,"11.897",NA,"13.785",NA,"306.386","7.037","6.008","1.875","0.354","0.141",107165,"2-SED",29,13.785,0,0,13.785,13.785,"0-Temoin",3,"andosol",2010-11-25,"2010",2010-10-10,6,3,0
"300",300,"SED","25/11/2010","05/12/2011",30,"0-30 cm","0.806",NA,5.77,5.31,NA,"8.594",NA,"10.659",NA,"230.656","12.431","5.977","5.052","2.03","0.378",107166,"2-SED",30,10.659,0,0,10.659,10.659,"4-Lis70",3,"andosol",2010-11-25,"2010",2010-10-10,6,3,4
"301",301,"SIC","15/11/2010","05/12/2011",1,"0-30 cm","0.852",NA,5.52,5.04,NA,"11.589",NA,"11.996",NA,"367.418","21.405","15.052","7.616","0.254","0.116",107167,"1-SIC",1,11.996,0,0,11.996,11.996,"5-Com72",1,"andosol",2010-11-15,"2010",2010-10-10,6,3,5
"302",302,"SIC","15/11/2010","05/12/2011",2,"0-30 cm","0.839",NA,4.98,4.58,NA,"9.91",NA,"10.267",NA,"265.732","9.551","8.049","2.527","0.177","0.047",107168,"1-SIC",2,10.267,0,0,10.267,10.267,"1- Min70",1,"andosol",2010-11-15,"2010",2010-10-10,6,3,1
"303",303,"SIC","15/11/2010","15/03/2012",3,"0-30 cm","0.719",NA,5.78,5.16,NA,"11.226",NA,"11.436",NA,"429.112","16.027","12.881","6.778","0.178","0.155",108599,"1-SIC",3,11.436,0,0,11.436,11.436,"6-Com12",1,"andosol",2010-11-15,"2010",2010-10-10,6,3,6
"304",304,"SIC","15/11/2010","15/03/2012",4,"0-30 cm","0.76",NA,5.66,5.14,NA,"10.013",NA,"10.148",NA,"441.756","17.107","11.383","7.971","1.378","0.253",108600,"1-SIC",4,10.148,0,0,10.148,10.148,"3-Lis40",1,"andosol",2010-11-15,"2010",2010-10-10,6,3,3
"305",305,"SIC","15/11/2010","15/03/2012",5,"0-30 cm","0.731",NA,5.33,4.81,NA,"10.659",NA,"11.237",NA,"284.7","12.033","8.809","4.282","0.092","0.075",108601,"1-SIC",5,11.237,0,0,11.237,11.237,"0-Temoin",1,"andosol",2010-11-15,"2010",2010-10-10,6,3,0
"306",306,"SIC","15/11/2010","15/03/2012",6,"0-30 cm","0.77",NA,5.58,5.11,NA,"11.288",NA,"11.745",NA,"423.624","18.373","15.151","7.011","0.128","0.077",108602,"1-SIC",6,11.745,0,0,11.745,11.745,"9-Mix1248",1,"andosol",2010-11-15,"2010",2010-10-10,6,3,9
"307",307,"SIC","15/11/2010","15/03/2012",7,"0-30 cm","0.785",NA,5.56,5.15,NA,"11.452",NA,"11.285",NA,"421.814","17.426","12.664","8.765","1.298","0.321",108603,"1-SIC",7,11.285,0,0,11.285,11.285,"8-Mix4070",1,"andosol",2010-11-15,"2010",2010-10-10,6,3,8
"308",308,"SIC","15/11/2010","15/03/2012",8,"0-30 cm","0.785",NA,4.76,4.48,NA,"10.064",NA,"10.582",NA,"274.621","7.422","6.54","1.605","0.066","0.03",108604,"1-SIC",8,10.582,0,0,10.582,10.582,"2-Min120",1,"andosol",2010-11-15,"2010",2010-10-10,6,3,2
"309",309,"SIC","15/11/2010","15/03/2012",9,"0-30 cm","0.774",NA,5.97,5.46,NA,"11.581",NA,"11.462",NA,"541.008","23.364","13.514","11.108","3.265","0.491",108605,"1-SIC",9,11.462,0,0,11.462,11.462,"4-Lis70",1,"andosol",2010-11-15,"2010",2010-10-10,6,3,4
"310",310,"SIC","15/11/2010","15/03/2012",10,"0-30 cm","0.771",NA,5.38,4.96,NA,"11.379",NA,"11.506",NA,"417.106","13.742","12.692","5.718","0.19","0.087",108606,"1-SIC",10,11.506,0,0,11.506,11.506,"7-Mix72",1,"andosol",2010-11-15,"2010",2010-10-10,6,3,7
"311",311,"SIC","15/11/2010","15/03/2012",11,"0-30 cm","0.781",NA,5.57,5.15,NA,"10.821",NA,"10.938",NA,"447.252","18.029","14.788","7.307","0.155","0.109",108607,"1-SIC",11,10.938,0,0,10.938,10.938,"9-Mix1248",2,"andosol",2010-11-15,"2010",2010-10-10,6,3,9
"312",312,"SIC","15/11/2010","15/03/2012",12,"0-30 cm","0.794",NA,5.26,4.86,NA,"9.901",NA,"10.493",NA,"263.693","10.168","7.351","3.639","0.112","0.059",108608,"1-SIC",12,10.493,0,0,10.493,10.493,"0-Temoin",2,"andosol",2010-11-15,"2010",2010-10-10,6,3,0
"313",313,"SIC","15/11/2010","15/03/2012",13,"0-30 cm","0.789",NA,4.46,4.44,NA,"9.193",NA,"9.685",NA,"258.649","4.943","3.407","1.588","0.067","0.031",108609,"1-SIC",13,9.685,0,0,9.685,9.685,"2-Min120",2,"andosol",2010-11-15,"2010",2010-10-10,6,3,2
"314",314,"SIC","15/11/2010","15/03/2012",14,"0-30 cm","0.764",NA,5.94,5.44,NA,"11.572",NA,"11.34",NA,"644.287","22.412","12.555","11.222","2.436","0.387",108610,"1-SIC",14,11.34,0,0,11.34,11.34,"4-Lis70",2,"andosol",2010-11-15,"2010",2010-10-10,6,3,4
"315",315,"SIC","15/11/2010","15/03/2012",15,"0-30 cm","0.792",NA,5.57,5.14,NA,"11.829",NA,"11.026",NA,"514.928","15.847","10.546","8.405","1.347","0.328",108611,"1-SIC",15,11.026,0,0,11.026,11.026,"8-Mix4070",2,"andosol",2010-11-15,"2010",2010-10-10,6,3,8
"316",316,"SIC","15/11/2010","15/03/2012",16,"0-30 cm","0.761",NA,5.56,5.15,NA,"11.713",NA,"11.536",NA,"514.142","16.23","14.538","7.292","0.22","0.168",108612,"1-SIC",16,11.536,0,0,11.536,11.536,"6-Com12",2,"andosol",2010-11-15,"2010",2010-10-10,6,3,6
"317",317,"SIC","15/11/2010","15/03/2012",17,"0-30 cm","0.763",NA,5,4.67,NA,"10.771",NA,"11.175",NA,"387.004","10.022","7.714","3.103","0.114","0.056",108613,"1-SIC",17,11.175,0,0,11.175,11.175,"1- Min70",2,"andosol",2010-11-15,"2010",2010-10-10,6,3,1
"318",318,"SIC","15/11/2010","15/03/2012",18,"0-30 cm","0.76",NA,5.5,5.1,NA,"11.622",NA,"11.378",NA,"540.363","5.132","4.908","2.581","0.076","0.047",108614,"1-SIC",18,11.378,0,0,11.378,11.378,"5-Com72",2,"andosol",2010-11-15,"2010",2010-10-10,6,3,5
"319",319,"SIC","15/11/2010","15/03/2012",19,"0-30 cm","0.791",NA,5.44,4.99,NA,"11.999",NA,"11.753",NA,"470.976","11.587","10.622","5.694","0.313","0.084",108615,"1-SIC",19,11.753,0,0,11.753,11.753,"7-Mix72",2,"andosol",2010-11-15,"2010",2010-10-10,6,3,7
"320",320,"SIC","15/11/2010","15/03/2012",20,"0-30 cm","0.762",NA,5.63,5.23,NA,"12.396",NA,"11.564",NA,"533.194","18.259","12.196","10.05","2.271","0.333",108616,"1-SIC",20,11.564,0,0,11.564,11.564,"3-Lis40",2,"andosol",2010-11-15,"2010",2010-10-10,6,3,3
"321",321,"SIC","15/11/2010","15/03/2012",21,"0-30 cm","0.783",NA,5.65,5.22,NA,"11.464",NA,"11.138",NA,"456.419","18.444","11.489","9.312","2.657","0.398",108617,"1-SIC",21,11.138,0,0,11.138,11.138,"3-Lis40",3,"andosol",2010-11-15,"2010",2010-10-10,6,3,3
"322",322,"SIC","15/11/2010","15/03/2012",22,"0-30 cm","0.763",NA,4.75,4.49,NA,"10.626",NA,"11.07",NA,"318.629","7.556","6.065","2.24","0.136","0.05",108618,"1-SIC",22,11.07,0,0,11.07,11.07,"1- Min70",3,"andosol",2010-11-15,"2010",2010-10-10,6,3,1
"323",323,"SIC","15/11/2010","15/03/2012",23,"0-30 cm","0.783",NA,5.37,4.96,NA,"11.7",NA,"11.721",NA,"388.889","11.436","8.667","6.313","1.042","0.249",108619,"1-SIC",23,11.721,0,0,11.721,11.721,"8-Mix4070",3,"andosol",2010-11-15,"2010",2010-10-10,6,3,8
"324",324,"SIC","15/11/2010","15/03/2012",24,"0-30 cm","0.779",NA,5.31,4.88,NA,"11.982",NA,"11.882",NA,"384.867","5.6","5.946","2.649","0.1","0.053",108620,"1-SIC",24,11.882,0,0,11.882,11.882,"7-Mix72",3,"andosol",2010-11-15,"2010",2010-10-10,6,3,7
"325",325,"SIC","15/11/2010","15/03/2012",25,"0-30 cm","0.776",NA,5.46,5.1,NA,"11.815",NA,"11.392",NA,"438.848","15.112","15.567","6.939","0.159","0.126",108621,"1-SIC",25,11.392,0,0,11.392,11.392,"9-Mix1248",3,"andosol",2010-11-15,"2010",2010-10-10,6,3,9
"326",326,"SIC","15/11/2010","15/03/2012",26,"0-30 cm","0.776",NA,5.77,5.35,NA,"10.261",NA,"10.472",NA,"412.628","18.815","16.516","7.593","0.218","0.158",108622,"1-SIC",26,10.472,0,0,10.472,10.472,"5-Com72",3,"andosol",2010-11-15,"2010",2010-10-10,6,3,5
"327",327,"SIC","15/11/2010","15/03/2012",27,"0-30 cm","0.767",NA,5.71,5.34,NA,"11.699",NA,"11.45",NA,"569.041","23.012","19.755","10.015","0.312","0.248",108623,"1-SIC",27,11.45,0,0,11.45,11.45,"6-Com12",3,"andosol",2010-11-15,"2010",2010-10-10,6,3,6
"328",328,"SIC","15/11/2010","15/03/2012",28,"0-30 cm","0.756",NA,4.68,4.46,NA,"9.972",NA,"10.479",NA,"265.051","6.28","5.426","1.604","0.077","0.034",108624,"1-SIC",28,10.479,0,0,10.479,10.479,"2-Min120",3,"andosol",2010-11-15,"2010",2010-10-10,6,3,2
"329",329,"SIC","15/11/2010","15/03/2012",29,"0-30 cm","0.749",NA,5.13,4.8,NA,"9.653",NA,"10.421",NA,"192.501","8.477","6.504","2.781","0.084","0.064",108625,"1-SIC",29,10.421,0,0,10.421,10.421,"0-Temoin",3,"andosol",2010-11-15,"2010",2010-10-10,6,3,0
"330",330,"SIC","15/11/2010","15/03/2012",30,"0-30 cm","0.781",NA,5.69,5.25,NA,"11.171",NA,"10.927",NA,"498.156","18.574","11.697","9.757","2.432","0.485",108626,"1-SIC",30,10.927,0,0,10.927,10.927,"4-Lis70",3,"andosol",2010-11-15,"2010",2010-10-10,6,3,4
"331",331,"MAR","30/11/2010","15/03/2012",1,"0-30 cm","0.726",NA,6.1,5.55,NA,"8.962",NA,"11.112",NA,"178.033","24.108","19.655","9.82","0.185","0.263",108627,"3-MAR",1,11.112,0,0,11.112,11.112,"5-Com72",1,"andosol",2010-11-30,"2010",2010-10-10,6,3,5
"332",332,"MAR","30/11/2010","15/03/2012",2,"0-30 cm","0.774",NA,5.42,4.87,NA,"6.222",NA,"7.725",NA,"133.362","10.963","7.818","4.091","0.05","0.173",108628,"3-MAR",2,7.725,0,0,7.725,7.725,"1- Min70",1,"andosol",2010-11-30,"2010",2010-10-10,6,3,1
"333",333,"MAR","30/11/2010","15/03/2012",3,"0-30 cm","0.737",NA,5.8,5.35,NA,"9.85",NA,"11.69",NA,"324.071","25.218","18.653","10.523","0.336","0.288",108629,"3-MAR",3,11.69,0,0,11.69,11.69,"6-Com12",1,"andosol",2010-11-30,"2010",2010-10-10,6,3,6
"334",334,"MAR","30/11/2010","15/03/2012",4,"0-30 cm","0.721",NA,5.69,5.18,NA,"9.386",NA,"10.868",NA,"251.259","17.66","10.952","8.202","0.691","0.237",108630,"3-MAR",4,10.868,0,0,10.868,10.868,"3-Lis40",1,"andosol",2010-11-30,"2010",2010-10-10,6,3,3
"335",335,"MAR","30/11/2010","15/03/2012",5,"0-30 cm","0.762",NA,5.45,4.99,NA,"8.552",NA,"10.126",NA,"178.334","13.216","8.53","5.564","0.07","0.304",108631,"3-MAR",5,10.126,0,0,10.126,10.126,"0-Temoin",1,"andosol",2010-11-30,"2010",2010-10-10,6,3,0
"336",336,"MAR","30/11/2010","15/03/2012",6,"0-30 cm","0.813",NA,5.56,5.15,NA,"9.044",NA,"10.801",NA,"260.111","16.718","11.687","7.024","0.217","0.301",108632,"3-MAR",6,10.801,0,0,10.801,10.801,"9-Mix1248",1,"andosol",2010-11-30,"2010",2010-10-10,6,3,9
"337",337,"MAR","30/11/2010","15/03/2012",7,"0-30 cm","0.795",NA,5.51,5.07,NA,"9.234",NA,"10.264",NA,"205.538","14.632","9.172","7.439","0.294","0.27",108633,"3-MAR",7,10.264,0,0,10.264,10.264,"8-Mix4070",1,"andosol",2010-11-30,"2010",2010-10-10,6,3,8
"338",338,"MAR","30/11/2010","15/03/2012",8,"0-30 cm","0.784",NA,4.93,4.61,NA,"9.099",NA,"10.688",NA,"142.822","7.523","5.099","2.741","0.08","0.138",108634,"3-MAR",8,10.688,0,0,10.688,10.688,"2-Min120",1,"andosol",2010-11-30,"2010",2010-10-10,6,3,2
"339",339,"MAR","30/11/2010","15/03/2012",9,"0-30 cm","0.758",NA,5.7,5.26,NA,"10.226",NA,"11.834",NA,"292.713","17.15","10.239","8.489","1.444","0.335",108635,"3-MAR",9,11.834,0,0,11.834,11.834,"4-Lis70",1,"andosol",2010-11-30,"2010",2010-10-10,6,3,4
"340",340,"MAR","30/11/2010","15/03/2012",10,"0-30 cm","0.782",NA,5.36,4.95,NA,"10.281",NA,"12.293",NA,"197.447","13.115","9.202","5.565","0.166","0.209",108636,"3-MAR",10,12.293,0,0,12.293,12.293,"7-Mix72",1,"andosol",2010-11-30,"2010",2010-10-10,6,3,7
"341",341,"MAR","30/11/2010","15/03/2012",11,"0-30 cm","0.824",NA,5.48,5.07,NA,"11.105",NA,"13.021",NA,"261.898","16.338","12.349","6.514","0.191","0.182",108637,"3-MAR",11,13.021,0,0,13.021,13.021,"9-Mix1248",2,"andosol",2010-11-30,"2010",2010-10-10,6,3,9
"342",342,"MAR","30/11/2010","15/03/2012",12,"0-30 cm","0.814",NA,5.18,4.85,NA,"10.209",NA,"12.47",NA,"191.005","10.28","7.226","4.718","0.116","0.179",108638,"3-MAR",12,12.47,0,0,12.47,12.47,"0-Temoin",2,"andosol",2010-11-30,"2010",2010-10-10,6,3,0
"343",343,"MAR","30/11/2010","15/03/2012",13,"0-30 cm","0.818",NA,4.63,4.47,NA,"9.816",NA,"12.075",NA,"187.912","5.751","4.343","2.485","0.099","0.115",108639,"3-MAR",13,12.075,0,0,12.075,12.075,"2-Min120",2,"andosol",2010-11-30,"2010",2010-10-10,6,3,2
"344",344,"MAR","30/11/2010","15/03/2012",14,"0-30 cm","0.834",NA,5.6,5.2,NA,"10.14",NA,"11.845",NA,"351.954","15.548","9.895","8.426","1.295","0.274",108640,"3-MAR",14,11.845,0,0,11.845,11.845,"4-Lis70",2,"andosol",2010-11-30,"2010",2010-10-10,6,3,4
"345",345,"MAR","30/11/2010","15/03/2012",15,"0-30 cm","0.804",NA,5.42,5.03,NA,"9.213",NA,"10.735",NA,"368.881","11.018","7.691","5.234","0.581","0.199",108641,"3-MAR",15,10.735,0,0,10.735,10.735,"8-Mix4070",2,"andosol",2010-11-30,"2010",2010-10-10,6,3,8
"346",346,"MAR","30/11/2010","15/03/2012",16,"0-30 cm","0.859",NA,5.72,5.29,NA,"8.501",NA,"10.066",NA,"455.977","15.077","11.084","5.81","0.537","0.168",108642,"3-MAR",16,10.066,0,0,10.066,10.066,"6-Com12",2,"andosol",2010-11-30,"2010",2010-10-10,6,3,6
"347",347,"MAR","30/11/2010","15/03/2012",17,"0-30 cm","0.855",NA,4.73,4.68,NA,"6.393",NA,"7.723",NA,"387.087","3.728","2.745","1.109","0.107","0.13",108643,"3-MAR",17,7.723,0,0,7.723,7.723,"1- Min70",2,"andosol",2010-11-30,"2010",2010-10-10,6,3,1
"348",348,"MAR","30/11/2010","15/03/2012",18,"0-30 cm","0.852",NA,5.62,5.23,NA,"8.37",NA,"9.759",NA,"490.247","14.239","10.686","5.468","0.547","0.197",108644,"3-MAR",18,9.759,0,0,9.759,9.759,"5-Com72",2,"andosol",2010-11-30,"2010",2010-10-10,6,3,5
"349",349,"MAR","30/11/2010","15/03/2012",19,"0-30 cm","0.847",NA,5.51,5.13,NA,"8.941",NA,"10.354",NA,"408.394","12.835","10.54","4.516","0.341","0.22",108645,"3-MAR",19,10.354,0,0,10.354,10.354,"7-Mix72",2,"andosol",2010-11-30,"2010",2010-10-10,6,3,7
"350",350,"MAR","30/11/2010","15/03/2012",20,"0-30 cm","0.854",NA,5.96,5.41,NA,"9.707",NA,"10.979",NA,"612.145","15.852","10.721","7.195","1.565","0.296",108646,"3-MAR",20,10.979,0,0,10.979,10.979,"3-Lis40",2,"andosol",2010-11-30,"2010",2010-10-10,6,3,3
"351",351,"MAR","30/11/2010","15/03/2012",21,"0-30 cm","0.85",NA,5.74,5.35,NA,"9.341",NA,"10.917",NA,"453.662","13.992","9.217","6.861","1.737","0.312",108647,"3-MAR",21,10.917,0,0,10.917,10.917,"3-Lis40",3,"andosol",2010-11-30,"2010",2010-10-10,6,3,3
