"","ID","site","Date_prel","Date_labo","parcelle","horizon","MSr.105øC","MS.105øC..g...100.g.MB.","pH.eau","pH.KCL","N.Dumas..g.kg.MS105.","N.Dumas..g.kg.sec.","C.orga..g.100g.MS105.","C.orga..g.100g.sec.","P.O.Dabin..mg.kg.MS105.","P.O.Dabin..mg.kg.sec.","CEC","Ca..ch","Mg..ch","K..ch","Na..ch","nølabo","Code_site","Parcelle","C.org1er","C.org2em","C.org2em3","C.orgNC","C.org","traitement","bloc","SOL","Date_prelevement","Date2","Date3","date_test","horizon_num","trai_num"
"1055",1107,"SED","23/11/2016","11/01/2017",5,"0-30 cm","0.819",NA,5.74,4.95,"10.282",NA,"13.451",NA,"212.673",NA,"10.981","5.137","3.875","0.259","0.142",137547,"2-SED",5,0,11.016369,13.451,13.451,11.016369,"0-Temoin",1,"andosol",2016-11-23,"2016",2016-10-10,12,3,0
"1056",1108,"SED","23/11/2016","11/01/2017",6,"0-30 cm","0.834",NA,5.9,5.26,"11.92",NA,"14.686",NA,"521.124",NA,"20.485","13.185","9.032","0.256","0.184",137548,"2-SED",6,0,12.248124,14.686,14.686,12.248124,"9-Mix1248",1,"andosol",2016-11-23,"2016",2016-10-10,12,3,9
"1057",1109,"SED","23/11/2016","11/01/2017",7,"0-30 cm","0.836",NA,5.87,5.14,"11.951",NA,"14.559",NA,"263.81",NA,"17.291","9.757","8.753","0.743","0.26",137549,"2-SED",7,0,12.171324,14.559,14.559,12.171324,"8-Mix4070",1,"andosol",2016-11-23,"2016",2016-10-10,12,3,8
"1058",1110,"SED","23/11/2016","11/01/2017",8,"0-30 cm","0.828",NA,4.4,4.29,"11.169",NA,"14.168",NA,"185.247",NA,"4.112","0.989","0.633","0.194","0.072",137550,"2-SED",8,0,11.731104,14.168,14.168,11.731104,"2-Min120",1,"andosol",2016-11-23,"2016",2016-10-10,12,3,2
"1059",1111,"SED","23/11/2016","11/01/2017",9,"0-30 cm","0.842",NA,6.07,5.33,"11.705",NA,"14.866",NA,"430.705",NA,"20.155","10.731","11.536","1.422","0.283",137551,"2-SED",9,0,12.517172,14.866,14.866,12.517172,"4-Lis70",1,"andosol",2016-11-23,"2016",2016-10-10,12,3,4
"1060",1112,"SED","23/11/2016","11/01/2017",10,"0-30 cm","0.852",NA,5.69,4.99,"13.087",NA,"16.447",NA,"447.407",NA,"18.368","12.045","7.857","0.263","0.176",137552,"2-SED",10,0,14.012844,16.447,16.447,14.012844,"7-Mix72",1,"andosol",2016-11-23,"2016",2016-10-10,12,3,7
"1061",1113,"SED","23/11/2016","11/01/2017",11,"0-30 cm","0.855",NA,6.01,5.29,"13.613",NA,"16.273",NA,"736.883",NA,"26.304","19.864","7.818","0.204","0.243",137553,"2-SED",11,0,13.913415,16.273,16.273,13.913415,"9-Mix1248",2,"andosol",2016-11-23,"2016",2016-10-10,12,3,9
"1062",1114,"SED","23/11/2016","11/01/2017",12,"0-30 cm","0.836",NA,5.16,4.66,"10.933",NA,"14.132",NA,"192.839",NA,"6.038","3.04","0.77","0.196","0.189",137554,"2-SED",12,0,11.814352,14.132,14.132,11.814352,"0-Temoin",2,"andosol",2016-11-23,"2016",2016-10-10,12,3,0
"1063",1115,"SED","23/11/2016","11/01/2017",13,"0-30 cm","0.834",NA,4.33,4.15,"13.629",NA,"17.197",NA,"271.085",NA,"4.382","1.559","0.804","0.215","0.182",137555,"2-SED",13,0,14.342298,17.197,17.197,14.342298,"2-Min120",2,"andosol",2016-11-23,"2016",2016-10-10,12,3,2
"1064",1116,"SED","23/11/2016","11/01/2017",14,"0-30 cm","0.844",NA,6.11,5.34,"12.745",NA,"15.646",NA,"562.819",NA,"21.053","12.525","7.226","2.163","0.483",137556,"2-SED",14,0,13.205224,15.646,15.646,13.205224,"4-Lis70",2,"andosol",2016-11-23,"2016",2016-10-10,12,3,4
"1065",1117,"SED","23/11/2016","11/01/2017",15,"0-30 cm","0.841",NA,5.95,5.18,"10.817",NA,"14.238",NA,"289.192",NA,"14.969","8.092","5.098","0.938","0.26",137557,"2-SED",15,0,11.974158,14.238,14.238,11.974158,"8-Mix4070",2,"andosol",2016-11-23,"2016",2016-10-10,12,3,8
"1066",1118,"SED","23/11/2016","11/01/2017",16,"0-30 cm","0.861",NA,6.29,5.58,"13.831",NA,"16.518",NA,"936.962",NA,"34.584","25.211","11.199","0.252","0.282",137558,"2-SED",16,0,14.221998,16.518,16.518,14.221998,"6-Com12",2,"andosol",2016-11-23,"2016",2016-10-10,12,3,6
"1067",1119,"SED","23/11/2016","11/01/2017",17,"0-30 cm","0.842",NA,4.91,4.5,"11.775",NA,"15.037",NA,"261.554",NA,"5.292","2.237","0.444","0.249","0.105",137559,"2-SED",17,0,12.661154,15.037,15.037,12.661154,"1- Min70",2,"andosol",2016-11-23,"2016",2016-10-10,12,3,1
"1068",1120,"SED","23/11/2016","11/01/2017",18,"0-30 cm","0.851",NA,6.09,5.29,"12.539",NA,"15.703",NA,"532.835",NA,"21.306","14.729","6.767","0.282","0.277",137560,"2-SED",18,0,13.363253,15.703,15.703,13.363253,"5-Com72",2,"andosol",2016-11-23,"2016",2016-10-10,12,3,5
"1069",1121,"SED","23/11/2016","11/01/2017",19,"0-30 cm","0.847",NA,5.68,4.97,"11.225",NA,"14.419",NA,"408.43",NA,"14.589","10.815","3.741","0.22","0.136",137561,"2-SED",19,0,12.212893,14.419,14.419,12.212893,"7-Mix72",2,"andosol",2016-11-23,"2016",2016-10-10,12,3,7
"1070",1122,"SED","23/11/2016","11/01/2017",20,"0-30 cm","0.839",NA,5.88,5.09,"10.579",NA,"13.884",NA,"345.995",NA,"13.345","6.766","4.856","1.035","0.268",137562,"2-SED",20,0,11.648676,13.884,13.884,11.648676,"3-Lis40",2,"andosol",2016-11-23,"2016",2016-10-10,12,3,3
"1071",1123,"SED","23/11/2016","11/01/2017",21,"0-30 cm","0.843",NA,5.89,5.07,"10.634",NA,"13.732",NA,"285.107",NA,"13.077","6.624","4.518","0.66","0.206",137563,"2-SED",21,0,11.576076,13.732,13.732,11.576076,"3-Lis40",3,"andosol",2016-11-23,"2016",2016-10-10,12,3,3
"1072",1124,"SED","23/11/2016","11/01/2017",22,"0-30 cm","0.846",NA,5.03,4.55,"11.608",NA,"14.451",NA,"234.409",NA,"6.464","3.08","0.634","0.375","0.135",137564,"2-SED",22,0,12.225546,14.451,14.451,12.225546,"1- Min70",3,"andosol",2016-11-23,"2016",2016-10-10,12,3,1
"1073",1125,"SED","23/11/2016","11/01/2017",23,"0-30 cm","0.847",NA,5.85,5.17,"10.305",NA,"13.548",NA,"317.479",NA,"13.696","7.759","4.446","0.758","0.221",137565,"2-SED",23,0,11.475156,13.548,13.548,11.475156,"8-Mix4070",3,"andosol",2016-11-23,"2016",2016-10-10,12,3,8
"1074",1126,"SED","23/11/2016","11/01/2017",24,"0-30 cm","0.854",NA,5.67,4.99,"11.991",NA,"14.837",NA,"457.664",NA,"15.269","10.407","3.725","0.283","0.179",137566,"2-SED",24,0,12.670798,14.837,14.837,12.670798,"7-Mix72",3,"andosol",2016-11-23,"2016",2016-10-10,12,3,7
"1075",1127,"SED","23/11/2016","11/01/2017",25,"0-30 cm","0.851",NA,5.9,5.26,"12.813",NA,"15.347",NA,"563.249",NA,"20.42","14.026","5.957","0.255","0.245",137567,"2-SED",25,0,13.060297,15.347,15.347,13.060297,"9-Mix1248",3,"andosol",2016-11-23,"2016",2016-10-10,12,3,9
"1076",1128,"SED","23/11/2016","11/01/2017",26,"0-30 cm","0.853",NA,6.07,5.33,"12.26",NA,"14.832",NA,"558.359",NA,"21.187","13.248","7.081","0.34","0.268",137568,"2-SED",26,0,12.651696,14.832,14.832,12.651696,"5-Com72",3,"andosol",2016-11-23,"2016",2016-10-10,12,3,5
"1077",1129,"SED","23/11/2016","11/01/2017",27,"0-30 cm","0.858",NA,6.21,5.53,"13.219",NA,"16.05",NA,"791.987",NA,"27.61","19.876","9.315","0.246","0.343",137569,"2-SED",27,0,13.7709,16.05,16.05,13.7709,"6-Com12",3,"andosol",2016-11-23,"2016",2016-10-10,12,3,6
"1078",1130,"SED","23/11/2016","11/01/2017",28,"0-30 cm","0.845",NA,4.3,4.25,"10.909",NA,"13.922",NA,"303.195",NA,"3.466","0.69","0.259","0.141","0.071",137570,"2-SED",28,0,11.76409,13.922,13.922,11.76409,"2-Min120",3,"andosol",2016-11-23,"2016",2016-10-10,12,3,2
"1079",1131,"SED","23/11/2016","11/01/2017",29,"0-30 cm","0.846",NA,5.4,4.78,"9.919",NA,"13.211",NA,"188.694",NA,"7.062","3.202","0.928","0.297","0.165",137571,"2-SED",29,0,11.176506,13.211,13.211,11.176506,"0-Temoin",3,"andosol",2016-11-23,"2016",2016-10-10,12,3,0
"1080",1132,"SED","23/11/2016","11/01/2017",30,"0-30 cm","0.838",NA,6.19,5.27,"8.248",NA,"11.707",NA,"170.949",NA,"11.566","4.62","3.897","2.028","0.444",137572,"2-SED",30,0,9.810466,11.707,11.707,9.810466,"4-Lis70",3,"andosol",2016-11-23,"2016",2016-10-10,12,3,4
"1081",1133,"LYC","30/11/2016","11/01/2017",1,"0-30 cm","0.976",NA,6.66,5.71,"2.333",NA,"2.513",NA,"398.017",NA,"9.575","7.336","2.528","0.376","0.21",137573,"0-LYC",1,0,2.452688,2.513,2.513,2.452688,"5-Com72",1,"arénosol",2016-11-30,"2016",2016-10-10,12,3,5
"1082",1134,"LYC","30/11/2016","11/01/2017",2,"0-30 cm","0.978",NA,6.45,5.42,"1.954",NA,"2.047",NA,"328.563",NA,"7.889","4.735","2.245","0.405","0.227",137574,"0-LYC",2,0,2.001966,2.047,2.047,2.001966,"1- Min70",1,"arénosol",2016-11-30,"2016",2016-10-10,12,3,1
"1083",1135,"LYC","30/11/2016","11/01/2017",3,"0-30 cm","0.972",NA,7,6.11,"2.907",NA,"3.229",NA,"488.776",NA,"13.586","8.949","3.787","0.363","0.283",137575,"0-LYC",3,0,3.138588,3.229,3.229,3.138588,"6-Com12",1,"arénosol",2016-11-30,"2016",2016-10-10,12,3,6
"1084",1136,"LYC","30/11/2016","11/01/2017",4,"0-30 cm","0.976",NA,6.91,5.97,"2.291",NA,"2.42",NA,"281.255",NA,"10.554","7.09","3.001","0.698","0.246",137576,"0-LYC",4,0,2.36192,2.42,2.42,2.36192,"3-Lis40",1,"arénosol",2016-11-30,"2016",2016-10-10,12,3,3
"1085",1137,"LYC","30/11/2016","11/01/2017",5,"0-30 cm","0.98",NA,6.64,5.32,"1.386",NA,"1.413",NA,"73.071",NA,"5.601","3.826","1.735","0.085","0.241",137577,"0-LYC",5,0,1.38474,1.413,1.413,1.38474,"0-Temoin",1,"arénosol",2016-11-30,"2016",2016-10-10,12,3,0
"1086",1138,"LYC","30/11/2016","11/01/2017",6,"0-30 cm","0.969",NA,6.77,5.85,"2.979",NA,"3.059",NA,"489.386",NA,"15.075","10.632","3.936","0.302","0.276",137578,"0-LYC",6,0,2.964171,3.059,3.059,2.964171,"9-Mix1248",1,"arénosol",2016-11-30,"2016",2016-10-10,12,3,9
"1087",1139,"LYC","30/11/2016","11/01/2017",7,"0-30 cm","0.975",NA,6.85,5.85,"2.461",NA,"2.499",NA,"320.062",NA,"12.217","7.147","3.211","1.035","0.219",137579,"0-LYC",7,0,2.436525,2.499,2.499,2.436525,"8-Mix4070",1,"arénosol",2016-11-30,"2016",2016-10-10,12,3,8
"1088",1140,"LYC","30/11/2016","11/01/2017",8,"0-30 cm","0.977",NA,4.79,4.1,"1.705",NA,"1.777",NA,"127.103",NA,"2.508","1.091","0.382","0.051","0.16",137580,"0-LYC",8,0,1.736129,1.777,1.777,1.736129,"2-Min120",1,"arénosol",2016-11-30,"2016",2016-10-10,12,3,2
"1089",1141,"LYC","30/11/2016","11/01/2017",9,"0-30 cm","0.974",NA,7.13,6.34,"2.756",NA,"2.722",NA,"527.983",NA,"13.193","8.211","4.183","1.469","0.271",137581,"0-LYC",9,0,2.651228,2.722,2.722,2.651228,"4-Lis70",1,"arénosol",2016-11-30,"2016",2016-10-10,12,3,4
"1090",1142,"LYC","30/11/2016","11/01/2017",10,"0-30 cm","0.971",NA,6.26,5.36,"2.95",NA,"3.373",NA,"461.885",NA,"10.842","7.764","2.921","0.168","0.141",137582,"0-LYC",10,0,3.275183,3.373,3.373,3.275183,"7-Mix72",1,"arénosol",2016-11-30,"2016",2016-10-10,12,3,7
"1091",1143,"LYC","30/11/2016","11/01/2017",11,"0-30 cm","0.971",NA,6.59,5.75,"2.71",NA,"2.789",NA,"589.557",NA,"13.128","9.3","3.576","0.164","0.224",137583,"0-LYC",11,0,2.708119,2.789,2.789,2.708119,"9-Mix1248",2,"arénosol",2016-11-30,"2016",2016-10-10,12,3,9
"1092",1144,"LYC","30/11/2016","11/01/2017",12,"0-30 cm","0.978",NA,6.41,5.1,"1.607",NA,"1.613",NA,"266.365",NA,"5.519","3.565","1.896","0.171","0.223",137584,"0-LYC",12,0,1.577514,1.613,1.613,1.577514,"0-Temoin",2,"arénosol",2016-11-30,"2016",2016-10-10,12,3,0
"1093",1145,"LYC","30/11/2016","11/01/2017",13,"0-30 cm","0.976",NA,4.73,4.05,"1.706",NA,"1.772",NA,"309.083",NA,"1.86","0.975","0.28","0.04","0.116",137585,"0-LYC",13,0,1.729472,1.772,1.772,1.729472,"2-Min120",2,"arénosol",2016-11-30,"2016",2016-10-10,12,3,2
"1094",1146,"LYC","30/11/2016","11/01/2017",14,"0-30 cm","0.973",NA,7.12,6.38,"3.001",NA,"3.018",NA,"687.806",NA,"12.327","7.826","4.044","1.428","0.275",137586,"0-LYC",14,0,2.936514,3.018,3.018,2.936514,"4-Lis70",2,"arénosol",2016-11-30,"2016",2016-10-10,12,3,4
"1095",1147,"LYC","30/11/2016","11/01/2017",15,"0-30 cm","0.975",NA,6.72,5.78,"2.361",NA,"2.376",NA,"523.313",NA,"10.239","6.109","2.922","1.04","0.167",137587,"0-LYC",15,0,2.3166,2.376,2.376,2.3166,"8-Mix4070",2,"arénosol",2016-11-30,"2016",2016-10-10,12,3,8
"1096",1148,"LYC","30/11/2016","11/01/2017",16,"0-30 cm","0.965",NA,7.04,6.25,"3.684",NA,"3.996",NA,"883.668",NA,"17.631","12.387","5.821","0.576","0.217",137588,"0-LYC",16,0,3.85614,3.996,3.996,3.85614,"6-Com12",2,"arénosol",2016-11-30,"2016",2016-10-10,12,3,6
"1097",1149,"LYC","30/11/2016","11/01/2017",17,"0-30 cm","0.98",NA,5.28,4.25,"1.378",NA,"1.426",NA,"310.679",NA,"2.647","1.73","0.563","0.056","0.104",137589,"0-LYC",17,0,1.39748,1.426,1.426,1.39748,"1- Min70",2,"arénosol",2016-11-30,"2016",2016-10-10,12,3,1
"1098",1150,"LYC","30/11/2016","11/01/2017",18,"0-30 cm","0.973",NA,7.08,6.09,"2.29",NA,"2.36",NA,"571.295",NA,"11.956","7.678","3.655","0.535","0.173",137590,"0-LYC",18,0,2.29628,2.36,2.36,2.29628,"5-Com72",2,"arénosol",2016-11-30,"2016",2016-10-10,12,3,5
"1099",1151,"LYC","30/11/2016","11/01/2017",19,"0-30 cm","0.972",NA,6.38,5.53,"2.83",NA,"2.957",NA,"511.929",NA,"11.82","8.039","3.105","0.428","0.172",137591,"0-LYC",19,0,2.874204,2.957,2.957,2.874204,"7-Mix72",2,"arénosol",2016-11-30,"2016",2016-10-10,12,3,7
"1100",1152,"LYC","30/11/2016","11/01/2017",20,"0-30 cm","0.974",NA,6.93,6.08,"2.544",NA,"2.574",NA,"426.073",NA,"11.651","6.555","3.729","1.807","0.36",137592,"0-LYC",20,0,2.507076,2.574,2.574,2.507076,"3-Lis40",2,"arénosol",2016-11-30,"2016",2016-10-10,12,3,3
"1101",1153,"LYC","30/11/2016","11/01/2017",21,"0-30 cm","0.974",NA,6.93,6.08,"2.268",NA,"2.27",NA,"385.575",NA,"10.677","7.084","3.629","1.42","0.254",137593,"0-LYC",21,0,2.21098,2.27,2.27,2.21098,"3-Lis40",3,"arénosol",2016-11-30,"2016",2016-10-10,12,3,3
"1102",1154,"LYC","30/11/2016","11/01/2017",22,"0-30 cm","0.978",NA,5.32,4.32,"1.499",NA,"1.512",NA,"197.296",NA,"3.025","1.983","0.639","0.08","0.114",137594,"0-LYC",22,0,1.478736,1.512,1.512,1.478736,"1- Min70",3,"arénosol",2016-11-30,"2016",2016-10-10,12,3,1
"1103",1155,"LYC","30/11/2016","11/01/2017",23,"0-30 cm","0.975",NA,6.78,5.88,"2.464",NA,"2.449",NA,"434.646",NA,"10.902","7.312","3.413","1.123","0.187",137595,"0-LYC",23,0,2.387775,2.449,2.449,2.387775,"8-Mix4070",3,"arénosol",2016-11-30,"2016",2016-10-10,12,3,8
"1104",1156,"LYC","30/11/2016","11/01/2017",24,"0-30 cm","0.97",NA,6.32,5.37,"2.865",NA,"3.025",NA,"387.778",NA,"10.061","7.641","2.848","0.17","0.185",137596,"0-LYC",24,0,2.93425,3.025,3.025,2.93425,"7-Mix72",3,"arénosol",2016-11-30,"2016",2016-10-10,12,3,7
"1105",1157,"LYC","30/11/2016","11/01/2017",25,"0-30 cm","0.969",NA,6.72,5.86,"2.879",NA,"2.964",NA,"644.159",NA,"15.089","9.802","4.009","2.196","0.627",137597,"0-LYC",25,0,2.872116,2.964,2.964,2.872116,"9-Mix1248",3,"arénosol",2016-11-30,"2016",2016-10-10,12,3,9
"1106",1158,"LYC","30/11/2016","11/01/2017",26,"0-30 cm","0.973",NA,7.26,6.25,"2.6",NA,"2.629",NA,"545.719",NA,"13.585","8.407","4.044","3.553","0.826",137598,"0-LYC",26,0,2.558017,2.629,2.629,2.558017,"5-Com72",3,"arénosol",2016-11-30,"2016",2016-10-10,12,3,5
"1107",1159,"LYC","30/11/2016","11/01/2017",27,"0-30 cm","0.969",NA,7.15,6.27,"3.116",NA,"3.212",NA,"761.078",NA,"16.35","11.007","4.589","2.198","0.54",137599,"0-LYC",27,0,3.112428,3.212,3.212,3.112428,"6-Com12",3,"arénosol",2016-11-30,"2016",2016-10-10,12,3,6
"1108",1160,"LYC","30/11/2016","11/01/2017",28,"0-30 cm","0.977",NA,5.03,4.16,"1.853",NA,"1.971",NA,"218.884",NA,"2.838","1.808","0.536","0.079","0.178",137600,"0-LYC",28,0,1.925667,1.971,1.971,1.925667,"2-Min120",3,"arénosol",2016-11-30,"2016",2016-10-10,12,3,2
"1109",1161,"LYC","30/11/2016","11/01/2017",29,"0-30 cm","0.978",NA,6.3,5.13,"1.554",NA,"1.613",NA,"147.372",NA,"7.196","4.38","2.13","0.124","0.252",137601,"0-LYC",29,0,1.577514,1.613,1.613,1.577514,"0-Temoin",3,"arénosol",2016-11-30,"2016",2016-10-10,12,3,0
"1110",1162,"LYC","30/11/2016","11/01/2017",30,"0-30 cm","0.971",NA,6.73,6,"3.037",NA,"3.166",NA,"471.653",NA,"13.724","8.695","4.532","1.277","0.363",137602,"0-LYC",30,0,3.074186,3.166,3.166,3.074186,"4-Lis70",3,"arénosol",2016-11-30,"2016",2016-10-10,12,3,4
"1111",1163,"SIC","25/10/2017","08/02/2018",1,"0-30 cm","0.862",NA,6.51,5.83,"12.988",NA,"13.946",NA,"618.298",NA,"41.063","27.806","10.89","0.324","0.26",143370,"1-SIC",1,0,12.021452,13.946,13.946,12.021452,"5-Com72",1,"andosol",2017-10-25,"2017",2017-10-10,13,3,5
"1112",1164,"SIC","25/10/2017","08/02/2018",2,"0-30 cm","0.858",NA,5.51,4.89,"11.608",NA,"12.334",NA,"263.251",NA,"15.855","13.931","2.493","0.223","0.063",143371,"1-SIC",2,0,10.582572,12.334,12.334,10.582572,"1- Min70",1,"andosol",2017-10-25,"2017",2017-10-10,13,3,1
"1113",1165,"SIC","25/10/2017","08/02/2018",3,"0-30 cm","0.863",NA,6.59,5.91,"13.473",NA,"14.504",NA,"880.596",NA,"46.096","31.029","15.158","0.326","0.353",143372,"1-SIC",3,0,12.516952,14.504,14.504,12.516952,"6-Com12",1,"andosol",2017-10-25,"2017",2017-10-10,13,3,6
"1114",1166,"SIC","25/10/2017","08/02/2018",4,"0-30 cm","0.861",NA,6.86,6.24,"13.953",NA,"14.779",NA,"667.543",NA,"44.743","25.599","15.66","3.629","0.746",143373,"1-SIC",4,0,12.724719,14.779,14.779,12.724719,"3-Lis40",1,"andosol",2017-10-25,"2017",2017-10-10,13,3,3
